lambda (um),flam at wd surface (erg/cm^2/s/A)
0.118112,0.15343913009443869
0.118114,0.15350310588090452
0.118116,0.15356726169889023
0.118118,0.15363141308369227
0.11812,0.15369574447570833
0.118122,0.1537598869889173
0.118124,0.15382420949752942
0.118126,0.15388815871918485
0.118128,0.15395247235200007
0.11813,0.15401696595001504
0.118132,0.15408127068966168
0.118134,0.15414557098635748
0.118136,0.15420986684044327
0.118138,0.15427415825225976
0.11814,0.15433881397737756
0.118142,0.15440309649319212
0.118144,0.15446774329802043
0.118146,0.1545320169191981
0.118148,0.15459665480510434
0.11815,0.1546611038794153
0.118152,0.15472573284152558
0.118154,0.15479035733913052
0.118156,0.15485479304488883
0.118158,0.15491940862075027
0.11816,0.15498420404833688
0.118162,0.15504881069134369
0.118164,0.15511359717428216
0.118166,0.1551781948858044
0.118168,0.15524297242546575
0.11817,0.15530774549088358
0.118172,0.15537269836017364
0.118174,0.15543746247189605
0.118176,0.1555022221104043
0.118178,0.15556734579416376
0.11818,0.15563209647479928
0.118182,0.15569721117642701
0.118184,0.15576195290056374
0.118186,0.1558270586214361
0.118188,0.15589197561832965
0.11819,0.15595707235358788
0.118192,0.15602216459343818
0.118194,0.1560872523382251
0.118196,0.15615215138534908
0.118198,0.15621759854069744
0.1182,0.15628248860565092
0.118202,0.15634792674211775
0.118204,0.15641317618230127
0.118206,0.15647823694524507
0.118208,0.1565434773810846
0.11821,0.15660871331215362
0.118212,0.15667412889188104
0.118214,0.15673953995506615
0.118216,0.15680494650205515
0.118218,0.1568701643988028
0.11822,0.1569357460488291
0.118222,0.15700095492737473
0.118224,0.15706652753497097
0.118226,0.15713209561564248
0.118228,0.1571974750664925
0.11823,0.15726303410058362
0.118232,0.15732858860879023
0.118234,0.157394138591459
0.118236,0.15745986812726812
0.118238,0.15752540905367443
0.11824,0.1575911295214602
0.118242,0.15765684545264208
0.118244,0.15772237279414386
0.118246,0.15778826370658422
0.118248,0.1578539660300395
0.11825,0.15791966381828096
0.118252,0.15798572512869877
0.118254,0.1580514138351053
0.118256,0.15811728202341296
0.118258,0.15818332967529658
0.11826,0.15824918876518476
0.118262,0.15831504330949794
0.118264,0.15838107729976156
0.118266,0.15844710673270063
0.118268,0.15851294762993257
0.11827,0.15857896795549226
0.118272,0.1586453516573493
0.118274,0.1587111788981936
0.118276,0.15877755345743524
0.118278,0.15884355554131535
0.11828,0.15890973701171743
0.118282,0.1589759139151468
0.118284,0.15904227018091566
0.118286,0.15910843794522914
0.118288,0.15917478506014276
0.11829,0.1592409436867406
0.118292,0.15930709774811513
0.118294,0.15937361504034925
0.118296,0.1594399438515379
0.118298,0.1595064519715476
0.1183,0.1595727716236498
0.118302,0.15963927057283947
0.118304,0.15970576493403724
0.118306,0.1597722547075945
0.118308,0.15983873989386257
0.11831,0.15990522049319267
0.118312,0.15997188034785054
0.118314,0.16003835176814304
0.118316,0.16010518626151993
0.118318,0.1601718323212356
0.11832,0.16023828996628636
0.118322,0.16030492683734834
0.118324,0.1603717429161314
0.118326,0.16043873818434712
0.118328,0.16050536124710701
0.11833,0.16057216350000525
0.118332,0.1606391449247562
0.118334,0.16070575418238675
0.118336,0.16077272637992687
0.118338,0.16083969395817949
0.11834,0.16090665691749825
0.118342,0.16097361525823684
0.118344,0.16104056898074878
0.118346,0.1611075180853876
0.118348,0.16117464630259343
0.11835,0.1612415861663368
0.118352,0.16130888884860306
0.118354,0.16137581946665697
0.118356,0.16144292917385578
0.118358,0.16151021795192755
0.11836,0.16157731839693557
0.118362,0.16164459790110963
0.118364,0.16171168908534506
0.118366,0.16177914299125143
0.118368,0.16184640857792948
0.11837,0.16191385318794996
0.118372,0.161980925836275
0.118374,0.16204836115803797
0.118376,0.16211579182999955
0.118378,0.16218321785251558
0.11838,0.16225063922594188
0.118382,0.1623180559506342
0.118384,0.16238546802694825
0.118386,0.16245324267955347
0.118388,0.16252064544777103
0.11839,0.16258822716842777
0.118392,0.16265598782327015
0.118394,0.1627235602193587
0.118396,0.16279131153794113
0.118398,0.16285905818582816
0.1184,0.16292661659463964
0.118402,0.16299435390840952
0.118404,0.16306190299622092
0.118406,0.16312981452743572
0.118408,0.16319772137734
0.11841,0.16326544000855875
0.118412,0.16333333750311643
0.118414,0.16340123031743778
0.118416,0.16346911845188083
0.118418,0.1635370019068034
0.11842,0.16360524769603746
0.118422,0.16367312178059676
0.118424,0.1637409911867104
0.118426,0.16380903940287894
0.118428,0.16387726641086794
0.11843,0.16394548871669676
0.118432,0.16401333938162227
0.118434,0.16408136883324773
0.118436,0.16414976051050137
0.118438,0.1642179640236777
0.11844,0.16428616283649147
0.118442,0.16435454038787436
0.118444,0.1644225463624692
0.118446,0.16449091450253484
0.118448,0.1645594613512757
0.11845,0.1646278200628812
0.118452,0.16469617406389447
0.118454,0.1647645233546757
0.118456,0.16483286793558513
0.118458,0.16490157458502686
0.11846,0.16496990973488868
0.118462,0.16503842355259724
0.118464,0.1651069326494919
0.118466,0.16517543702593357
0.118468,0.16524412004034628
0.11847,0.16531279832264645
0.118472,0.1653812885275141
0.118474,0.16544995735286464
0.118476,0.1655188047804895
0.118478,0.16558746413795739
0.11848,0.1656563020860445
0.118482,0.16572476866234392
0.118484,0.16579378044707663
0.118486,0.16586260417548052
0.118488,0.16593142316265194
0.11849,0.16600023740895342
0.118492,0.16606904691474764
0.118494,0.16613821823561073
0.118496,0.16620701824910392
0.118498,0.16627618005364517
0.1185,0.16634533709438468
0.118502,0.1664141228659631
0.118504,0.1664832703925629
0.118506,0.16655222991596177
0.118508,0.16662136792369103
0.11851,0.16669068439756005
0.118512,0.1667598128755052
0.118514,0.1668289365921968
0.118516,0.16689823875756868
0.118518,0.1669675361500483
0.11852,0.16703664557279685
0.118522,0.1671059334267691
0.118524,0.16717521650894313
0.118526,0.16724486117699705
0.118528,0.1673141347043055
0.11853,0.16738340346091043
0.118532,0.1674530337674014
0.118534,0.16752229297133184
0.118536,0.16759191370115545
0.118538,0.16766152963701397
0.11854,0.1677311407792738
0.118542,0.1678005639990897
0.118544,0.16787016556143028
0.118546,0.1679397623312709
0.118548,0.1680093543089776
0.11855,0.16807912459941315
0.118552,0.16814870698777284
0.118554,0.16821846767723841
0.118556,0.1682882235636806
0.118558,0.16835815772725254
0.11856,0.1684279040025719
0.118562,0.16849764547596896
0.118564,0.1685673821478107
0.118566,0.1686374801286268
0.118568,0.1687072071861077
0.11857,0.16877729552859602
0.118572,0.1688473790462975
0.118574,0.16891709167881822
0.118576,0.1689871655604007
0.118578,0.16905723461830158
0.11858,0.16912748186474905
0.118582,0.16919754127021908
0.118584,0.16926759585311357
0.118586,0.16933782860714133
0.118588,0.16940787353981712
0.11859,0.16947809663201904
0.118592,0.16954849786560028
0.118594,0.16961871128510939
0.118596,0.16968891987191206
0.118598,0.16975930658268845
0.1186,0.16982950549901496
0.118602,0.16990006547168376
0.118604,0.169970254712842
0.118606,0.17004080498640248
0.118608,0.17011135040479491
0.11861,0.1701818909683903
0.118612,0.17025242667755927
0.118614,0.1703229575326727
0.118616,0.17039348353410122
0.118618,0.17046382178759528
0.11862,0.1705347038658399
0.118622,0.1706052153022711
0.118624,0.17067590476261987
0.118626,0.17074658935880443
0.118628,0.17081708622740954
0.11863,0.17088794396016704
0.118632,0.17095897966899898
0.118634,0.17102964479991112
0.118636,0.17110030506851684
0.118638,0.17117132614110928
0.11864,0.1712421595006843
0.118642,0.1713131708073721
0.118644,0.17138417722858496
0.118646,0.17145499595639024
0.118648,0.17152599261393545
0.11865,0.1715969843871245
0.118652,0.1716679712763302
0.118654,0.17173895328192573
0.118656,0.17181029595927164
0.118658,0.17188108541510977
0.11866,0.1719524182962929
0.118662,0.17202356351170375
0.118664,0.17209488658589825
0.118666,0.17216602200739
0.118668,0.17223733527609275
0.11867,0.1723088263739017
0.118672,0.17237994709808005
0.118674,0.17245124565211342
0.118676,0.17252272201789945
0.118678,0.17259419346760219
0.11868,0.17266547729801973
0.118682,0.1727369389228396
0.118684,0.17280839563270162
0.118686,0.17287984742798107
0.118688,0.17295129430905296
0.11869,0.17302310162187623
0.118692,0.1730945386633463
0.118694,0.17316615345221453
0.118696,0.1732379459703895
0.118698,0.1733095509034432
0.1187,0.17338133355424554
0.118702,0.1734529286329894
0.118704,0.17352470141792498
0.118706,0.17359628664386337
0.118708,0.17366823218183558
0.11871,0.17374017277280834
0.118712,0.17381192581206778
0.118714,0.1738838565163269
0.118716,0.17395578227471878
0.118718,0.17402770308762092
0.11872,0.1740996189554106
0.118722,0.17417189502712702
0.118724,0.1742438009935217
0.118726,0.17431570201593655
0.118728,0.17438778065062716
0.11873,0.17446003687952014
0.118732,0.17453210559738744
0.118734,0.1746043518979141
0.118736,0.17467641070047185
0.118738,0.174748647074147
0.11874,0.1748206959629082
0.118742,0.1748932874369126
0.118744,0.1749653264010947
0.118746,0.17503772541385168
0.118748,0.17511011944989696
0.11875,0.17518250850961015
0.118752,0.17525489259337107
0.118754,0.17532745417750875
0.118756,0.17539982830435757
0.118758,0.17547237992005046
0.11876,0.17554474409150655
0.118762,0.17561746819164192
0.118764,0.17569000484830133
0.118766,0.17576253651937682
0.118768,0.17583506320524886
0.11877,0.17590794975987492
0.118772,0.17598064888483836
0.118774,0.1760533430134528
0.118776,0.17612584973774095
0.118778,0.17619871628315922
0.11878,0.17627157782108643
0.118782,0.17634461674183569
0.118784,0.17641710349220655
0.118786,0.1764899500160938
0.118788,0.1765631562770301
0.11879,0.1766359927770898
0.118792,0.1767088242719499
0.118794,0.17678201546816122
0.118796,0.17685483694148724
0.118798,0.17692801809236922
0.1188,0.17700101188035586
0.118802,0.17707418298130082
0.118804,0.17714734905478244
0.118806,0.17722032778493507
0.118808,0.1772936661208898
0.11881,0.17736681711428198
0.118812,0.17744014537958003
0.118814,0.17751328631535848
0.118816,0.1775866045115355
0.118818,0.17765991767065956
0.11882,0.17773340806640311
0.118822,0.17780671114643698
0.118824,0.17788000919057015
0.118826,0.17795366670895033
0.118828,0.1780269546701639
0.11883,0.17810060208185333
0.118832,0.178174062198163
0.118834,0.17824769949856814
0.118836,0.17832133174084216
0.118838,0.17839477670729423
0.11884,0.1784683988405961
0.118842,0.1785420159169233
0.118844,0.1786158101363392
0.118846,0.17868941709374137
0.118848,0.17876320118273922
0.11885,0.17883698020404132
0.118852,0.17891093633318467
0.118854,0.1789847052141231
0.118856,0.17905846902852499
0.118858,0.17913222777677618
0.11886,0.17920634576052036
0.118862,0.17928009436536974
0.118864,0.17935420218196624
0.118866,0.17942830490944056
0.118868,0.17950203829595834
0.11887,0.17957613085860952
0.118872,0.17965040044715616
0.118874,0.17972448282814896
0.118876,0.1797985601219585
0.118878,0.17987281442444425
0.11888,0.17994688153892338
0.118882,0.18002112565060063
0.118884,0.18009536466439274
0.118886,0.18016978065165395
0.118888,0.18024400946471575
0.11889,0.180318233181058
0.118892,0.18039245180106916
0.118894,0.18046702941806692
0.118896,0.18054141987467215
0.118898,0.1806158052238635
0.1189,0.18069036749412218
0.118902,0.1807649246454981
0.118904,0.18083947667838143
0.118906,0.18091402359316194
0.118908,0.1809885653902298
0.11891,0.18106328406745192
0.118912,0.18113781562414202
0.118914,0.18121252404952276
0.118916,0.18128722734650773
0.118918,0.1813617435424967
0.11892,0.181436618556853
0.118922,0.1815114884317443
0.118924,0.18158635316756208
0.118926,0.1816610308161884
0.118928,0.18173606722354313
0.11893,0.18181073460821862
0.118932,0.18188576072792764
0.118934,0.1819604178502166
0.118936,0.1820361613555054
0.118938,0.18211008054531302
0.11894,0.18218581371714626
0.118942,0.18226154169225395
0.118944,0.18233544553658693
0.118946,0.18241116318059847
0.118948,0.18248687562906854
0.11895,0.18256076413144268
0.118952,0.18263646625117555
0.118954,0.1827121631765509
0.118956,0.18278785490796431
0.118958,0.18286172293947725
0.11896,0.18293740434529984
0.118962,0.1830130805583439
0.118964,0.18308875157900492
0.118966,0.18316441740767847
0.118968,0.18324007804475978
0.11897,0.18331573349064428
0.118972,0.18338956566735246
0.118974,0.1834652107931539
0.118976,0.18354085072894122
0.118978,0.1836164854751097
0.11898,0.18369211503205438
0.118982,0.1837677394001705
0.118984,0.18384335857985312
0.118986,0.18391897257149736
0.118988,0.18399458137549826
0.11899,0.1840720025206138
0.118992,0.18414760088941576
0.118994,0.1842231940717623
0.118996,0.1842987820680482
0.118998,0.1843743648786684
0.119,0.18444994250401778
0.119002,0.1845255149444909
0.119004,0.18460289930123178
0.119006,0.18467846131206148
0.119008,0.18475401813920225
0.11901,0.18482956978304868
0.119012,0.18490693310046127
0.119014,0.18498247431783987
0.119016,0.1850580103531109
0.119018,0.1851353578799547
0.11902,0.18521088349114018
0.119022,0.18528640392140466
0.119024,0.1853637356612759
0.119026,0.18543924566983677
0.119028,0.18551656686670986
0.11903,0.18559206645515663
0.119032,0.18566937711063336
0.119034,0.18574486628055548
0.119036,0.18582216639623714
0.119038,0.18589764514922333
0.11904,0.1859749347267114
0.119042,0.18605040306435053
0.119044,0.18612768210524575
0.119046,0.18620495584793778
0.119048,0.18628040853502917
0.11905,0.18635767174353216
0.119052,0.18643311401925008
0.119054,0.18651036669516416
0.119056,0.18658761407488458
0.119058,0.18666485615881434
0.11906,0.18674027755555583
0.119062,0.1868175091101022
0.119064,0.18689473537006365
0.119066,0.186971956335843
0.119068,0.18704917200784302
0.11907,0.1871245672995816
0.119072,0.18720177244620526
0.119074,0.1872789723002548
0.119076,0.18735616686213286
0.119078,0.18743335613224216
0.11908,0.18751054011098522
0.119082,0.1875877187987647
0.119084,0.1876648921959831
0.119086,0.18774206030304286
0.119088,0.18781922312034655
0.11909,0.18789638064829653
0.119092,0.18797353288729515
0.119094,0.1880506798377449
0.119096,0.18812782150004803
0.119098,0.18820495787460678
0.1191,0.18828208896182339
0.119102,0.1883592147621002
0.119104,0.18843633527583928
0.119106,0.18851526449326675
0.119108,0.188592374374218
0.11911,0.188669478969841
0.119112,0.18874657828053773
0.119114,0.18882367230670993
0.119116,0.1889025747340214
0.119118,0.1889796581314476
0.11912,0.1890567362455583
0.119122,0.1891356225793162
0.119124,0.1892126900671073
0.119126,0.1892915656535671
0.119128,0.189368622516658
0.11913,0.1894456740984484
0.119132,0.18952453359746096
0.119134,0.18960157455697652
0.119136,0.18968042331276613
0.119138,0.18975745365162563
0.11914,0.18983629166582308
0.119142,0.18991331138564466
0.119144,0.18999213865988035
0.119146,0.19006914776228234
0.119148,0.19014796429818642
0.11915,0.19022496278478643
0.119152,0.19030376858398887
0.119154,0.1903825689850275
0.119156,0.19045955152053476
0.119158,0.1905383411873191
0.11916,0.19061712545716772
0.119162,0.19069409204522977
0.119164,0.19077286558327072
0.119166,0.19085163372560385
0.119168,0.19093039647263915
0.11917,0.19100734178283854
0.119172,0.1910860938013296
0.119174,0.1911648404257502
0.119176,0.19124358165651045
0.119178,0.19132231749402048
0.11918,0.19140104793869014
0.119182,0.19147977299092947
0.119184,0.19155849265114838
0.119186,0.19163539536428686
0.119188,0.19171410430249042
0.11919,0.19179461928378067
0.119192,0.19187331738001612
0.119194,0.19195201008628002
0.119196,0.1920306974029822
0.119198,0.1921093793305323
0.1192,0.19218805586933976
0.119202,0.19226672701981448
0.119204,0.19234539278236568
0.119206,0.19242405315740305
0.119208,0.19250270814533607
0.11921,0.19258135774657412
0.119212,0.1926618127268861
0.119214,0.1927404514952059
0.119216,0.19281908487806204
0.119218,0.1928977128758636
0.11922,0.19297814601137256
0.119222,0.19305676317954862
0.119224,0.19313537496390076
0.119226,0.193215791704968
0.119228,0.19329439266216494
0.11923,0.19337298823676835
0.119232,0.19345338858712147
0.119234,0.1935319733370392
0.119236,0.19361236274207944
0.119238,0.19369093666895945
0.11924,0.19376950521529684
0.119242,0.19384987823583674
0.119244,0.19392843596160497
0.119246,0.19400879804097845
0.119248,0.19408915462003873
0.11925,0.19416769608769116
0.119252,0.194248041728077
0.119254,0.19432657237928105
0.119256,0.19440690708265143
0.119258,0.1944872362877915
0.11926,0.19456575068706694
0.119262,0.19464606895768244
0.119264,0.19472638173131754
0.119266,0.19480668900838968
0.119268,0.19488518172397798
0.11927,0.19496547806984776
0.119272,0.19504576892040407
0.119274,0.19512605427606428
0.119276,0.195204525314572
0.119278,0.1952847997423507
0.11928,0.19536506867648232
0.119282,0.1954453321173841
0.119284,0.1955255900654732
0.119286,0.1956058425211669
0.119288,0.19568608948488234
0.11929,0.19576633095703666
0.119292,0.19584656693804678
0.119294,0.19592679742832989
0.119296,0.19600702242830292
0.119298,0.19608724193838278
0.1193,0.19616745595898658
0.119302,0.19624766449053105
0.119304,0.19632786753343315
0.119306,0.19640806508810943
0.119308,0.196488257154977
0.11931,0.19657025152634577
0.119312,0.19665043255823894
0.119314,0.1967306081035765
0.119316,0.196810778162775
0.119318,0.19689094273625107
0.11932,0.19697290931331135
0.119322,0.19705306285600052
0.119324,0.19713321091421968
0.119326,0.19721516079551046
0.119328,0.1972952978254568
0.11933,0.1973754293721854
0.119332,0.19745736256149998
0.119334,0.19753748308246902
0.119336,0.1976194051257162
0.119338,0.19769951462260282
0.11934,0.1977796186383591
0.119342,0.197861523995953
0.119344,0.19794161699013915
0.119346,0.19802351120588513
0.119348,0.19810359318017734
0.11935,0.19818547625576385
0.119352,0.19826735373163082
0.119354,0.1983474191489537
0.119356,0.1984292854871964
0.119358,0.19851114622699143
0.11936,0.1985911950911243
0.119362,0.19867304469582966
0.119364,0.19875488870335892
0.119366,0.19883492101808012
0.119368,0.1989167538930535
0.11937,0.19899858117212224
0.119372,0.19908040285571102
0.119374,0.19916041309025512
0.119376,0.19924222364466723
0.119378,0.19932402860487028
0.11938,0.19940582797128883
0.119382,0.19948762174434734
0.119384,0.19956940992447025
0.119386,0.19965119251208208
0.119388,0.19973296950760722
0.11939,0.19981474091146997
0.119392,0.19989650672409462
0.119394,0.19997826694590554
0.119396,0.20006002157732694
0.119398,0.2001417706187831
0.1194,0.2002235140706982
0.119402,0.20030525193349616
0.119404,0.20038698420760132
0.119406,0.2004687108934376
0.119408,0.200550431991429
0.11941,0.2006321475019995
0.119412,0.2007156621304063
0.119414,0.2007973664069555
0.119416,0.20087906509735853
0.119418,0.20096075820203932
0.11942,0.20104244572142166
0.119422,0.20112593205853496
0.119424,0.2012076083481552
0.119426,0.20128927905375116
0.119428,0.2013727483970523
0.11943,0.2014544078754433
0.119432,0.20153786587153827
0.119434,0.20161951412443058
0.119436,0.2017011567954225
0.119438,0.20178459780413752
0.11944,0.20186622925218697
0.119442,0.2019496589179881
0.119444,0.20203127914480057
0.119446,0.2021146974694055
0.119448,0.20219630647668624
0.11945,0.20227971346181225
0.119452,0.2023631147476458
0.119454,0.20244470689863045
0.119456,0.2025280968475634
0.119458,0.20261148109849753
0.11946,0.20269305639703042
0.119462,0.20277642931364162
0.119464,0.20285979653354713
0.119466,0.20294135498347166
0.119468,0.20302471087163138
0.11947,0.2031080610643783
0.119472,0.20319140556214438
0.119474,0.20327294153311418
0.119476,0.20335627470257148
0.119478,0.20343960217834026
0.11948,0.20352292396085223
0.119482,0.20360624005053918
0.119484,0.20368955044783277
0.119486,0.2037728551531648
0.119488,0.20385615416696648
0.11949,0.20393944748966955
0.119492,0.20402273512170563
0.119494,0.20410601706350598
0.119496,0.20418929331550215
0.119498,0.20427256387812553
0.1195,0.20435582875180755
0.119502,0.20443908793697937
0.119504,0.20452234143407236
0.119506,0.2046055892435178
0.119508,0.20469063317232897
0.11951,0.20477386954746674
0.119512,0.2048571002362535
0.119514,0.20494032523912015
0.119516,0.2050235445564977
0.119518,0.20510855969390024
0.11952,0.20519176758130217
0.119522,0.20527496978451104
0.119524,0.20535996762817715
0.119526,0.2054431584040109
0.119528,0.20552634349694712
0.11953,0.2056113240507999
0.119532,0.2056944977189609
0.119534,0.20577946672836056
0.119536,0.20586262897348107
0.119538,0.2059475864401744
0.11954,0.20603073726398935
0.119542,0.20611568318972287
0.119544,0.2061988225939661
0.119546,0.20628375698048615
0.119548,0.2063668849668919
0.11955,0.20645180781594422
0.119552,0.20653672486679622
0.119554,0.20661983569957637
0.119556,0.20670474121558205
0.119558,0.20678964093470217
0.11956,0.20687273461776556
0.119562,0.20695762280465996
0.119564,0.20704250519598358
0.119566,0.2071273817921756
0.119568,0.20721045259495569
0.11957,0.20729531766241696
0.119572,0.20738017693606084
0.119574,0.20746503041632625
0.119576,0.2075498781036522
0.119578,0.20763471999847755
0.11958,0.20771955610124118
0.119582,0.20780438641238191
0.119584,0.20788921093233861
0.119586,0.20797402966154996
0.119588,0.20805884260045465
0.11959,0.20814364974949137
0.119592,0.20822845110909885
0.119594,0.20831324667971565
0.119596,0.20839803646178026
0.119598,0.20848282045573122
0.1196,0.20856759866200708
0.119602,0.20865237108104617
0.119604,0.208737137713287
0.119606,0.20882189855916786
0.119608,0.2089084524141158
0.11961,0.20899320162843693
0.119612,0.2090779450577159
0.119614,0.20916448131692428
0.119616,0.2092492131172878
0.119618,0.2093339391339268
0.11962,0.20941865936727938
0.119622,0.20950517219175177
0.119624,0.2095898807997117
0.119626,0.20967638187940613
0.119628,0.20976107886373746
0.11963,0.209845770066978
0.119632,0.20993225356289594
0.119634,0.21001693314515016
0.119636,0.21010340490072602
0.119638,0.2101880728637572
0.11964,0.2102745328807661
0.119642,0.21036098699910363
0.119644,0.21044563750655348
0.119646,0.21053207988898912
0.119648,0.2106167187816253
0.11965,0.21070314942993326
0.119652,0.21078957418179695
0.119654,0.210874195625472
0.119656,0.21096060864587182
0.119658,0.21104701577116344
0.11966,0.21113341700179322
0.119662,0.2112198123382077
0.119664,0.21130440466905945
0.119666,0.21139078827845226
0.119668,0.21147716599496497
0.11967,0.21156353781904405
0.119672,0.2116499037511357
0.119674,0.21173626379168567
0.119676,0.21182261794114024
0.119678,0.21190896619994526
0.11968,0.21199530856854673
0.119682,0.21208164504739047
0.119684,0.21216797563692236
0.119686,0.21225430033758821
0.119688,0.21234061914983393
0.11969,0.2124269320741052
0.119692,0.2125132391108477
0.119694,0.21259954026050704
0.119696,0.21268583552352893
0.119698,0.21277212490035896
0.1197,0.21286020442242898
0.119702,0.21294648196819554
0.119704,0.21303275362910967
0.119706,0.21311901940561673
0.119708,0.2132070750891019
0.11971,0.21329332903812698
0.119712,0.21337957710408423
0.119714,0.21346581928741867
0.119716,0.2135538511395165
0.119718,0.21364008149894909
0.11972,0.21372810140805698
0.119722,0.21381431994538036
0.119724,0.21390232791330283
0.119726,0.2139885346303092
0.119728,0.21407653065885035
0.11973,0.21416272555733162
0.119732,0.21425070964829526
0.119734,0.21433689273004325
0.119736,0.21442486488523296
0.119738,0.2145110361520387
0.11974,0.21459899637325755
0.119742,0.2146869505981891
0.119744,0.21477310411596326
0.119746,0.2148610464096312
0.119748,0.21494898270836968
0.11975,0.21503511848114973
0.119752,0.21512304285133108
0.119754,0.21521096122794042
0.119756,0.21529887361143132
0.119758,0.2153867800022571
0.11976,0.21547288616906413
0.119762,0.215560780635846
0.119764,0.21564866911131955
0.119766,0.21573655159593824
0.119768,0.21582442809015517
0.11977,0.21591229859442354
0.119772,0.21600016310919654
0.119774,0.21608802163492707
0.119776,0.2161758741720683
0.119778,0.21626372072107317
0.11978,0.21635156128239452
0.119782,0.21643939585648544
0.119784,0.21652722444379868
0.119786,0.21661504704478707
0.119788,0.21670465705301858
0.11979,0.2167924676228317
0.119792,0.21688027220768108
0.119794,0.21696807080801972
0.119796,0.2170558634243
0.119798,0.2171454431506993
0.1198,0.2172332237403517
0.119802,0.21732099834730648
0.119804,0.2174105598861424
0.119806,0.21749832246919917
0.119808,0.21758607907091848
0.11981,0.217675622426308
0.119812,0.21776336700685836
0.119814,0.21785289822228737
0.119816,0.21794063078348996
0.119818,0.21803014986079144
0.11982,0.21811787040446692
0.119822,0.21820737734547316
0.119824,0.2182950858734419
0.119826,0.21838458067998534
0.119828,0.2184722771940674
0.11983,0.21856175986797974
0.119832,0.21864944436999495
0.119834,0.21873891491310787
0.119836,0.2188283793616002
0.119838,0.21891783771593265
0.11984,0.21900549813946266
0.119842,0.21909494436666385
0.119844,0.21918438450108427
0.119846,0.21927381854318462
0.119848,0.21936145489552833
0.11985,0.21945087681416403
0.119852,0.21954029264185806
0.119854,0.21962970237907098
0.119856,0.21971910602626304
0.119858,0.21980850358389462
0.11986,0.21989789505242618
0.119862,0.2199872804323178
0.119864,0.22007665972402962
0.119866,0.22016603292802206
0.119868,0.22025540004475522
0.11987,0.2203447610746892
0.119872,0.22043411601828386
0.119874,0.22052346487599941
0.119876,0.22061280764829586
0.119878,0.2207021443356331
0.11988,0.22079147493847104
0.119882,0.2208825900390722
0.119884,0.22097190841454759
0.119886,0.22106122070690612
0.119888,0.22115052691660758
0.11989,0.22124161738695908
0.119892,0.22133091137299366
0.119894,0.22142019927775317
0.119896,0.22150948110169705
0.119898,0.22160054694922482
0.1199,0.2216898165531965
0.119902,0.2217808700622382
0.119904,0.22187012744808746
0.119906,0.22196116862050463
0.119908,0.22205041379008092
0.11991,0.22214144262773466
0.119912,0.22223067558288695
0.119914,0.2223216920876383
0.119916,0.22241091283021544
0.119918,0.22250191700392485
0.11992,0.222591125535775
0.119922,0.22268211738030266
0.119924,0.22277310303109513
0.119926,0.22286229322048
0.119928,0.22295326654488334
0.11993,0.2230442336769521
0.119932,0.2231351946171541
0.119934,0.2232243603365091
0.119936,0.2233153089540463
0.119938,0.2234062513811169
0.11994,0.22349718761818846
0.119942,0.22358811766572856
0.119944,0.22367904152420465
0.119946,0.22376995919408427
0.119948,0.22385908206398386
0.11995,0.2239499874177178
0.119952,0.22404088658425447
0.119954,0.22413177956406125
0.119956,0.2242244547308955
0.119958,0.22431533527901162
0.11996,0.22440620964180255
0.119962,0.2244970778197355
0.119964,0.22458793981327746
0.119966,0.22467879562289567
0.119968,0.22476964524905715
0.11997,0.22486048869222885
0.119972,0.22495311384918873
0.119974,0.22504394486817275
0.119976,0.22513476970557067
0.119978,0.22522558836184944
0.11998,0.22531818849536878
0.119982,0.2254089947312121
0.119984,0.22549979478733972
0.119986,0.22559237614332864
0.119988,0.22568316378183595
0.11999,0.2257739452420299
0.119992,0.2258665078247328
0.119994,0.225957276870121
0.119996,0.2260498269197984
0.119998,0.22614058355225825
0.120048,0.22844499168226365
0.120098,0.23076867857982844
0.120148,0.23311694170924033
0.120198,0.235486154972717
0.120248,0.23787982307451852
0.120298,0.2402961043666838
0.120348,0.24273849349643448
0.120398,0.24520337238991333
0.120448,0.2476924563112094
0.120498,0.2502092271064747
0.120548,0.2527518424668417
0.120598,0.2553220049021709
0.120648,0.25792141122567414
0.120698,0.26055175257166496
0.120748,0.2632147144132507
0.120798,0.26591374010909696
0.120848,0.268654023626035
0.120898,0.27144074167580434
0.120948,0.27428433124135104
0.120998,0.27719519471460763
0.121048,0.28019775002159447
0.121098,0.283321598719043
0.121148,0.2866207914167086
0.121198,0.29018423827947554
0.121248,0.29420033225453923
0.121298,0.2990999584409742
0.121348,0.30581064106676403
0.121398,0.31644247611016885
0.121448,0.33676073811973545
0.121498,0.37931045759768567
0.121548,0.4419256529044313
0.121598,0.43315964111568106
0.121648,0.37820170770705147
0.121698,0.34797574488398514
0.121748,0.3365163519308931
0.121798,0.3329442075787465
0.121848,0.3326970171121602
0.121898,0.3340399536090327
0.121948,0.336176571689832
0.121998,0.3387314532220012
0.122048,0.34153944706065403
0.122098,0.34452570329498705
0.122148,0.34763631372224774
0.122198,0.3508433964835467
0.122248,0.35412604845147777
0.122298,0.35747203733211436
0.122348,0.36087260892100614
0.122398,0.36432075521439894
0.122448,0.36781292363136886
0.122498,0.37134900293605316
0.122548,0.37492374160182584
0.122598,0.37853532939416124
0.122648,0.38218709409067925
0.122698,0.3858738058746281
0.122748,0.38959708365872836
0.122798,0.3933551279097306
