lambda (um),flam at wd surface (erg/cm^2/s/A)
0.413228,2595200.5373887047
0.413238,2595421.5364387427
0.413248,2595612.373323898
0.413258,2595833.324974226
0.413268,2596054.2521994845
0.413278,2596260.0883228867
0.413288,2596465.9014849663
0.413298,2596686.75690974
0.413308,2596892.523428011
0.413318,2597113.3307563043
0.413328,2597334.113675985
0.413338,2597524.747578361
0.413348,2597745.483146689
0.413358,2597966.194314601
0.413368,2598156.7608458055
0.413378,2598377.4246784365
0.413388,2598598.0641188445
0.413398,2598788.5633021872
0.413408,2599009.15542338
0.413418,2599229.7231605374
0.413428,2599435.2107678703
0.413438,2599640.67545332
0.413448,2599861.171511475
0.413458,2600066.589632763
0.413468,2600287.037675661
0.413478,2600507.4613509485
0.413488,2600697.757902421
0.413498,2600918.1343067572
0.413508,2601138.4863516595
0.413518,2601328.715648572
0.413528,2601549.020438564
0.413538,2601769.3008773006
0.413548,2601959.4629429188
0.413558,2602179.6961427773
0.413568,2602399.904999554
0.413578,2602620.0895160087
0.413588,2602810.1614910564
0.413598,2603030.29879007
0.413608,2603250.4117569327
0.413618,2603455.4584747157
0.413628,2603660.482320476
0.413638,2603880.523761929
0.413648,2604085.501144234
0.413658,2604305.494673129
0.413668,2604525.463886256
0.413678,2604715.333673109
0.413688,2604935.2557169376
0.413698,2605155.153453153
0.413708,2605344.9561328883
0.413718,2605564.806715808
0.413728,2605784.632999273
0.413738,2605974.368595092
0.413748,2606194.1477412535
0.413758,2606413.9025961137
0.413768,2606633.633162423
0.413778,2606823.278864758
0.413788,2607042.9623151496
0.413798,2607262.6214851397
0.413808,2607467.228267627
0.413818,2607671.8122278247
0.413828,2607891.4000256215
0.413838,2608095.9376228196
0.413848,2608315.477610501
0.413858,2608534.9933341234
0.413868,2608739.461043627
0.413878,2608943.905946548
0.413888,2609163.3503463557
0.413898,2609382.770492989
0.413908,2609572.124690876
0.413918,2609791.497790963
0.413928,2610010.8466460127
0.413938,2610200.1339148125
0.413948,2610419.4357392685
0.413958,2610638.7133268174
0.413968,2610827.9336896637
0.413978,2611047.164262564
0.413988,2611266.370606688
0.413998,2611485.5527247777
0.414008,2611689.6970258486
0.414018,2611893.8185568806
0.414028,2612112.929463731
0.414038,2612317.0047372943
0.414048,2612536.0679416517
0.414058,2612755.106936275
0.414068,2612959.112480911
0.414078,2613163.095271174
0.414088,2613382.0631028106
0.414098,2613601.0067355707
0.414108,2613789.9134850926
0.414118,2614008.8101777765
0.414128,2614227.6826796997
0.414138,2614416.5226545525
0.414148,2614635.348232309
0.414158,2614854.1496274113
0.414168,2615072.926842603
0.414178,2615261.677337512
0.414188,2615480.407649808
0.414198,2615699.113790297
0.414208,2615887.797564464
0.414218,2616106.4568179552
0.414228,2616325.091907743
0.414238,2616543.70283656
0.414248,2616747.2934050197
0.414258,2616950.8612659695
0.414268,2617169.4011761723
0.414278,2617372.922905942
0.414288,2617591.415242444
0.414298,2617809.883434223
0.414308,2618013.335625071
0.414318,2618216.765124021
0.414328,2618435.162345288
0.414338,2618653.5354326568
0.414348,2618871.88438886
0.414358,2619060.2327344907
0.414368,2619278.5348833906
0.414378,2619496.8129092124
0.414388,2619685.094672741
0.414398,2619903.325907118
0.414408,2620121.5330265025
0.414418,2620339.71603362
0.414428,2620527.9085747125
0.414438,2620746.044811589
0.414448,2620964.156944281
0.414458,2621152.28295702
0.414468,2621370.3483353104
0.414478,2621588.389617494
0.414488,2621806.4068062976
0.414498,2621994.443668477
0.414508,2622212.4141240628
0.414518,2622430.3604943394
0.414528,2622648.2827820336
0.414538,2622851.2057623104
0.414548,2623054.106110404
0.414558,2623271.95761154
0.414568,2623474.8119805953
0.414578,2623692.6160631888
0.414588,2623910.3960793833
0.414598,2624113.1811384177
0.414608,2624315.9435808226
0.414618,2624533.652858377
0.414628,2624751.338080318
0.414638,2624968.9992493647
0.414648,2625156.701801844
0.414658,2625374.3163170666
0.414668,2625591.9067874546
0.414678,2625809.4732157257
0.414688,2625997.0868127854
0.414698,2626214.6066083643
0.414708,2626432.1023698784
0.414718,2626619.649638074
0.414728,2626837.0987826847
0.414738,2627054.523901281
0.414748,2627271.9249965786
0.414758,2627459.383380983
0.414768,2627676.7378804903
0.414778,2627894.0683647455
0.414788,2628111.374836463
0.414798,2628298.744378033
0.414808,2628516.0042750617
0.414818,2628733.2401675927
0.414828,2628950.4520583437
0.414838,2629137.732798021
0.414848,2629354.898135169
0.414858,2629572.039478575
0.414868,2629789.1568309474
0.414878,2629991.299502324
0.414888,2630193.4196294975
0.414898,2630410.466466348
0.414908,2630627.489322913
0.414918,2630829.5403917152
0.414928,2631046.5160163306
0.414938,2631248.5212994874
0.414948,2631465.4497027895
0.414958,2631667.4092107248
0.414968,2631884.290403341
0.414978,2632101.147634485
0.414988,2632303.038139037
0.414998,2632504.9061277905
0.415008,2632721.692930921
0.415018,2632938.455783308
0.415028,2633155.1946876594
0.415038,2633342.031311263
0.415048,2633558.7237673993
0.415058,2633775.3922835137
0.415068,2633992.0368623133
0.415078,2634178.784929406
0.415088,2634395.383081013
0.415098,2634611.9573033177
0.415108,2634828.507599024
0.415118,2635015.1671503917
0.415128,2635231.6710399175
0.415138,2635448.151010853
0.415148,2635664.6070658993
0.415158,2635851.178142308
0.415168,2636067.587812175
0.415178,2636283.9735741587
0.415188,2636500.3354309592
0.415198,2636686.8180731507
0.415208,2636903.1335657625
0.415218,2637119.425161188
0.415228,2637335.6928621326
0.415238,2637522.0871108314
0.415248,2637738.308468564
0.415258,2637954.505939809
0.415268,2638170.679527263
0.415278,2638386.8292336278
0.415288,2638573.1126883826
0.415298,2638789.2160777953
0.415308,2639005.295594108
0.415318,2639221.351240014
0.415328,2639407.546392927
0.415338,2639623.5557428375
0.415348,2639839.54123033
0.415358,2640055.5028581005
0.415368,2640256.525189331
0.415378,2640457.5251025357
0.415388,2640673.4166035117
0.415398,2640889.2842554403
0.415408,2641105.128061015
0.415418,2641306.0361736678
0.415428,2641506.9218811425
0.415438,2641722.695599504
0.415448,2641938.4454821805
0.415458,2642139.262553867
0.415468,2642354.9654909363
0.415478,2642555.737057671
0.415488,2642771.3930596947
0.415498,2642972.1191318287
0.415508,2643187.7282093596
0.415518,2643403.31346989
0.415528,2643603.970960832
0.415538,2643819.509312752
0.415548,2644020.121335009
0.415558,2644235.612788867
0.415568,2644451.080439065
0.415578,2644651.62391912
0.415588,2644852.1450350215
0.415598,2645067.542724394
0.415608,2645282.916620754
0.415618,2645498.266726786
0.415628,2645698.6962608155
0.415638,2645899.1034435034
0.415648,2646114.38362818
0.415658,2646329.6400331696
0.415668,2646544.872661158
0.415678,2646730.2951131356
0.415688,2646945.4816282676
0.415698,2647160.6443743445
0.415708,2647375.7833540537
0.415718,2647590.8985700742
0.415728,2647776.210787847
0.415738,2647991.279917121
0.415748,2648206.325290652
0.415758,2648421.346911123
0.415768,2648636.3447812134
0.415778,2648821.546828222
0.415788,2649036.498637658
0.415798,2649251.426704652
0.415808,2649466.3310318864
0.415818,2649681.211622037
0.415828,2649866.3035616837
0.415838,2650081.138117255
0.415848,2650295.948943679
0.415858,2650510.736043634
0.415868,2650695.7402292546
0.415878,2650910.481315436
0.415888,2651125.198683077
0.415898,2651339.8923348533
0.415908,2651554.5622734446
0.415918,2651739.4564656145
0.415928,2651954.0804164745
0.415938,2652168.680662073
0.415948,2652383.257205084
0.415958,2652597.810048181
0.415968,2652782.5943101826
0.415978,2652997.1011915775
0.415988,2653211.5843809796
0.415998,2653426.0438810606
0.416008,2653640.479694494
0.416018,2653825.1540895686
0.416028,2654039.543967309
0.416038,2654253.9101663176
0.416048,2654468.252689264
0.416058,2654682.571538818
0.416068,2654867.1361301653
0.416078,2655081.4090700224
0.416088,2655295.658344395
0.416098,2655509.8839559564
0.416108,2655724.085907377
0.416118,2655908.540758155
0.416128,2656122.696825851
0.416138,2656336.8292413084
0.416148,2656550.9380071936
0.416158,2656765.0231261775
0.416168,2656949.368299502
0.416178,2657163.407560722
0.416188,2657377.4231829364
0.416198,2657591.415168812
0.416208,2657805.383521017
0.416218,2657989.6190799633
0.416228,2658203.541600346
0.416238,2658417.440494948
0.416248,2658631.3157664365
0.416258,2658845.167417476
0.416268,2659044.144437903
0.416278,2659243.0992702194
0.416288,2659456.8815027997
0.416298,2659670.6401254805
0.416308,2659884.3751409273
0.416318,2660083.239105986
0.416328,2660282.0808956297
0.416338,2660495.7465317324
0.416348,2660709.388571142
0.416358,2660923.0070165223
0.416368,2661121.7579904473
0.416378,2661320.4868016457
0.416388,2661534.035906775
0.416398,2661747.561428409
0.416408,2661961.063369209
0.416418,2662159.701416194
0.416428,2662373.1569160353
0.416438,2662571.749952746
0.416448,2662785.159022055
0.416458,2662998.5445237183
0.416468,2663197.069707913
0.416478,2663410.4087947304
0.416488,2663608.8889942486
0.416498,2663822.181676643
0.416508,2664035.450804569
0.416518,2664233.863190082
0.416528,2664447.085929259
0.416538,2664660.285121884
0.416548,2664858.6297165207
0.416558,2665071.7825360666
0.416568,2665270.0821869643
0.416578,2665483.1886438443
0.416588,2665696.271567333
0.416598,2665909.330960088
0.416608,2666107.540042309
0.416618,2666305.7270226167
0.416628,2666518.7172624934
0.416638,2666731.6839821385
0.416648,2666944.627184204
0.416658,2667157.5468713394
0.416668,2667340.7980208755
0.416678,2667553.6721090074
0.416688,2667766.5226900545
0.416698,2667979.3497666684
0.416708,2668192.1533414978
0.416718,2668375.295505374
0.416728,2668588.0535069723
0.416738,2668800.788014625
0.416748,2669013.4990309835
0.416758,2669226.1865586936
0.416768,2669438.8506004014
0.416778,2669621.861779764
0.416788,2669834.4802791853
0.416798,2670047.0753004416
0.416808,2670259.6468461766
0.416818,2670472.1949190362
0.416828,2670684.7195216655
0.416838,2670897.220656707
0.416848,2671080.0788981193
0.416858,2671292.5345269833
0.416868,2671504.9666960873
0.416878,2671717.3754080767
0.416888,2671929.760665594
0.416898,2672142.12247128
0.416908,2672324.8499239376
0.416918,2672537.166254338
0.416928,2672749.459140731
0.416938,2672961.728585758
0.416948,2673173.9745920594
0.416958,2673386.197162272
0.416968,2673568.793916361
0.416978,2673780.9710421585
0.416988,2673993.124739686
0.416998,2674205.2550115837
0.417008,2674417.3618604867
0.417018,2674614.647646778
0.417028,2674811.911434678
0.417038,2675023.9494496565
0.417048,2675235.9640520914
0.417058,2675447.955244617
0.417068,2675645.1289354176
0.417078,2675857.0740254465
0.417088,2676068.995713425
0.417098,2676266.102035604
0.417108,2676477.9776366437
0.417118,2676675.0392955593
0.417128,2676886.8688199944
0.417138,2677098.674955449
0.417148,2677310.45770456
0.417158,2677522.21706996
0.417168,2677704.3790489347
0.417178,2677916.0930726067
0.417188,2678127.7837203606
0.417198,2678339.450994832
0.417208,2678551.0948986514
0.417218,2678762.7154344516
0.417228,2678944.7471047584
0.417238,2679156.3223295934
0.417248,2679367.8741941964
0.417258,2679579.402701201
0.417268,2679790.9078532327
0.417278,2680002.3896529246
0.417288,2680213.8481029016
0.417298,2680395.7276238375
0.417308,2680607.1407987466
0.417318,2680818.5306317247
0.417328,2681029.8971254015
0.417338,2681241.2402824005
0.417348,2681452.5601053517
0.417358,2681663.856596883
0.417368,2681875.129759616
0.417378,2682056.8353431383
0.417388,2682268.0632718154
0.417398,2682479.26787947
0.417408,2682690.4491687287
0.417418,2682901.607142215
0.417428,2683097.9732146654
0.417438,2683309.085272056
0.417448,2683505.406848703
0.417458,2683716.4730002834
0.417468,2683927.5158491093
0.417478,2684123.770347273
0.417488,2684334.7673057728
0.417498,2684545.740969333
0.417508,2684756.6913405713
0.417518,2684952.856200558
0.417528,2685148.9991877005
0.417538,2685359.881111838
0.417548,2685570.7397540375
0.417558,2685781.5751169156
0.417568,2685992.3872030945
0.417578,2686203.176015193
0.417588,2686413.9415558293
0.417598,2686595.1706955316
0.417608,2686805.8911145194
0.417618,2687016.588269796
0.417628,2687227.2621639823
0.417638,2687437.912799691
0.417648,2687648.5401795423
0.417658,2687859.1443061517
0.417668,2688069.7251821333
0.417678,2688250.7809825344
0.417688,2688461.3167777187
0.417698,2688671.829330019
0.417708,2688882.318642054
0.417718,2689092.7847164352
0.417728,2689288.4801730057
0.417738,2689498.9004859724
0.417748,2689709.2975690747
0.417758,2689904.9261601563
0.417768,2690115.27749727
0.417778,2690310.8617592813
0.417788,2690521.167360652
0.417798,2690731.449745118
0.417808,2690941.7089152928
0.417818,2691151.944873787
0.417828,2691362.15762321
0.417838,2691542.867928162
0.417848,2691753.0356782596
0.417858,2691963.1802270147
0.417868,2692173.3015770363
0.417878,2692383.399730932
0.417888,2692593.474691314
0.417898,2692803.5264607864
0.417908,2693013.555041959
0.417918,2693223.5604374395
0.417928,2693404.076107053
0.417938,2693614.0365490452
0.417948,2693823.973813064
0.417958,2694033.887901712
0.417968,2694243.778817601
0.417978,2694438.9168166234
0.417988,2694648.7620995897
0.417998,2694858.5842175605
0.418008,2695068.3831731365
0.418018,2695263.43204105
0.418028,2695458.459160942
0.418038,2695668.1900540297
0.418048,2695877.8977950374
0.418058,2696087.5823865677
0.418068,2696297.2438312247
0.418078,2696506.8821316087
0.418088,2696716.4972903254
0.418098,2696926.0893099713
0.418108,2697106.2170162383
0.418118,2697315.7641738043
0.418128,2697525.2882000026
0.418138,2697734.7890974334
0.418148,2697944.2668686965
0.418158,2698153.721516392
0.418168,2698363.153043118
0.418178,2698572.561451472
0.418188,2698767.2317872006
0.418198,2698976.5946703316
0.418208,2699171.2208933784
0.418218,2699380.5382614746
0.418228,2699589.832524089
0.418238,2699784.3922450724
0.418248,2699993.6410079794
0.418258,2700202.866673142
0.418268,2700412.069243155
0.418278,2700621.248720616
0.418288,2700830.405108116
0.418298,2701039.538408253
0.418308,2701219.235592608
0.418318,2701428.3241320346
0.418328,2701637.3895917786
0.418338,2701846.4319744315
0.418348,2702055.4512825888
0.418358,2702264.447518842
0.418368,2702473.4206857835
0.418378,2702682.370786004
0.418388,2702876.596930122
0.418398,2703085.5016073924
0.418408,2703279.6837390712
0.418418,2703488.543003552
0.418428,2703697.379214169
0.418438,2703891.494994602
0.418448,2704100.28580772
0.418458,2704309.053574689
0.418468,2704517.7982980995
0.418478,2704726.51998054
0.418488,2704935.2186246016
0.418498,2705143.8942328673
0.418508,2705352.5468079275
0.418518,2705531.792831134
0.418528,2705740.4007516624
0.418538,2705948.985646647
0.418548,2706157.5475186706
0.418558,2706366.0863703196
0.418568,2706574.6022041803
0.418578,2706783.0950228386
0.418588,2706991.564828879
0.418598,2707185.325479339
0.418608,2707393.7499695546
0.418618,2707602.1514548534
0.418628,2707810.529937821
0.418638,2707989.5187426023
0.418648,2708197.852631566
0.418658,2708406.163525848
0.418668,2708614.451428027
0.418678,2708822.716340687
0.418688,2709030.958266408
0.418698,2709239.177207772
0.418708,2709447.3731673597
0.418718,2709655.546147754
0.418728,2709863.6961515313
0.418738,2710071.8231812725
0.418748,2710265.251613595
0.418758,2710458.658478849
0.418768,2710666.7180036674
0.418778,2710874.754564666
0.418788,2711082.768164423
0.418798,2711276.086683569
0.418808,2711484.05506923
0.418818,2711692.0005013295
0.418828,2711899.92298245
0.418838,2712107.822515162
0.418848,2712315.6991020464
0.418858,2712523.552745676
0.418868,2712731.3834486282
0.418878,2712939.191213478
0.418888,2713117.6444070395
0.418898,2713325.40770381
0.418908,2713533.1480701007
0.418918,2713740.865508485
0.418928,2713948.5600215374
0.418938,2714156.2316118325
0.418948,2714349.218664517
0.418958,2714556.845116911
0.418968,2714764.448654214
0.418978,2714972.029278997
0.418988,2715179.5869938335
0.418998,2715387.1218012925
0.419008,2715594.6337039457
0.419018,2715802.122704363
0.419028,2716009.5888051144
0.419038,2716187.7213685224
0.419048,2716395.1430765535
0.419058,2716602.541892525
0.419068,2716809.917819011
0.419078,2717017.270858576
0.419088,2717224.6010137913
0.419098,2717431.9082872225
0.419108,2717624.5422564084
0.419118,2717831.804473074
0.419128,2718039.0438156086
0.419138,2718246.260286578
0.419148,2718453.4538885476
0.419158,2718660.624624085
0.419168,2718867.772495754
0.419178,2719074.897506122
0.419188,2719281.999657751
0.419198,2719459.790683328
0.419208,2719666.8485224736
0.419218,2719873.883510475
0.419228,2720080.895649894
0.419238,2720287.8849432953
0.419248,2720494.8513932405
0.419258,2720687.155058498
0.419268,2720894.0765275694
0.419278,2721100.975160823
0.419288,2721307.8509608186
0.419298,2721514.7039301186
0.419308,2721721.534071285
0.419318,2721928.341386875
0.419328,2722135.1258794526
0.419338,2722341.887551575
0.419348,2722548.626405802
0.419358,2722755.342444696
0.419368,2722947.403406107
0.419378,2723139.4429528997
0.419388,2723346.091956636
0.419398,2723552.718155171
0.419408,2723759.321551063
0.419418,2723951.2733706622
0.419428,2724157.831866486
0.419438,2724364.3675672878
0.419448,2724570.880475621
0.419458,2724777.3705940456
0.419468,2724983.837925113
0.419478,2725190.2824713793
0.419488,2725396.704235403
0.419498,2725603.1032197345
0.419508,2725809.4794269283
0.419518,2726001.2110565905
0.419528,2726207.5424142233
0.419538,2726413.851002333
0.419548,2726620.1368234702
0.419558,2726826.3998801857
0.419568,2727032.6401750324
0.419578,2727238.857710565
0.419588,2727415.8186400603
0.419598,2727621.992058021
0.419608,2727828.14272422
0.419618,2728034.2706412068
0.419628,2728240.375811534
0.419638,2728446.45823775
0.419648,2728652.517922404
0.419658,2728858.554868048
0.419668,2729064.5690772273
0.419678,2729255.9498963887
0.419688,2729461.919336542
0.419698,2729667.866047828
0.419708,2729873.790032794
0.419718,2730079.691293989
0.419728,2730285.569833957
0.419738,2730491.4256552467
0.419748,2730697.258760403
0.419758,2730903.069151972
0.419768,2731108.8568325
0.419778,2731300.0181087325
0.419788,2731505.761070571
0.419798,2731711.481328953
0.419808,2731917.1788864257
0.419818,2732122.8537455294
0.419828,2732328.5059088105
0.419838,2732534.1353788096
0.419848,2732739.7421580716
0.419858,2732916.129986868
0.419868,2733121.692783002
0.419878,2733327.2328959266
0.419888,2733532.7503281827
0.419898,2733738.2450823123
0.419908,2733943.7171608573
0.419918,2734149.1665663575
0.419928,2734354.5933013526
0.419938,2734545.4047987326
0.419948,2734750.7868953003
0.419958,2734956.146328936
0.419968,2735161.4831021726
0.419978,2735366.7972175544
0.419988,2735572.0886776173
0.419998,2735777.3574849013
0.420008,2735982.60364194
0.420018,2736187.8271512743
0.420028,2736393.02801544
0.420038,2736583.6206147107
0.420048,2736788.7768906183
0.420058,2736993.9105289155
0.420068,2737199.0215321407
0.420078,2737404.1099028285
0.420088,2737609.175643515
0.420098,2737814.218756734
0.420108,2738019.239245021
0.420118,2738224.2371109086
0.420128,2738429.212356934
0.420138,2738634.164985624
0.420148,2738824.51701365
0.420158,2739029.4251092006
0.420168,2739234.3105949666
0.420178,2739439.173473486
0.420188,2739644.013747284
0.420198,2739848.831418896
0.420208,2740053.626490853
0.420218,2740258.3989656866
0.420228,2740463.148845926
0.420238,2740667.876134101
0.420248,2740858.009783849
0.420258,2741062.6925889114
0.420268,2741267.3528094483
0.420278,2741471.9904479897
0.420288,2741662.0372315757
0.420298,2741852.0628246777
0.420308,2742056.634118759
0.420318,2742261.1828408563
0.420328,2742465.7089935
0.420338,2742670.212579214
0.420348,2742874.693600527
0.420358,2743079.152059966
0.420368,2743283.587960055
0.420378,2743488.001303322
0.420388,2743692.3920922885
0.420398,2743882.199676774
0.420408,2744086.546057403
0.420418,2744290.869891259
0.420428,2744495.171180864
0.420438,2744699.449928744
0.420448,2744903.706137421
0.420458,2745107.9398094187
0.420468,2745312.1509472593
0.420478,2745516.3395534647
0.420488,2745720.505630559
0.420498,2745924.6491810633
0.420508,2746114.217171585
0.420518,2746318.31636861
0.420528,2746522.3930465574
0.420538,2746726.4472079496
0.420548,2746930.478855306
0.420558,2747134.487991144
0.420568,2747338.474617985
0.420578,2747542.4387383475
0.420588,2747746.380354752
0.420598,2747950.299469715
0.420608,2748139.6499690227
0.420618,2748343.524780304
0.420628,2748547.37709765
0.420638,2748751.2069235747
0.420648,2748955.014260596
0.420658,2749158.7991112326
0.420668,2749362.561477999
0.420678,2749566.301363411
0.420688,2749770.018769984
0.420698,2749973.713700233
0.420708,2750177.386156674
0.420718,2750366.497630485
0.420728,2750570.1258379566
0.420738,2750773.731579112
0.420748,2750977.314856466
0.420758,2751180.8756725313
0.420768,2751384.4140298213
0.420778,2751587.9299308495
0.420788,2751791.4233781258
0.420798,2751994.8943741634
0.420808,2752198.3429214745
0.420818,2752387.2374200546
0.420828,2752590.641768057
0.420838,2752794.023674815
0.420848,2752997.3831428406
0.420858,2753200.7201746437
0.420868,2753404.0347727314
0.420878,2753607.3269396164
0.420888,2753810.596677807
0.420898,2754013.8439898104
0.420908,2754217.0688781375
0.420918,2754420.2713452918
0.420928,2754608.9273852897
0.420938,2754812.0857076994
0.420948,2755015.221616412
0.420958,2755218.3351139356
0.420968,2755421.4262027736
0.420978,2755639.015444072
0.420988,2755842.061033238
0.420998,2756045.084221287
0.421008,2756248.0850107237
0.421018,2756451.063404052
0.421028,2756654.0194037776
0.421038,2756856.9530124073
0.421048,2757059.8642324414
0.421058,2757262.7530663824
0.421068,2757465.6195167364
0.421078,2757668.4635860045
0.421088,2757856.7723034183
0.421098,2758059.572307309
0.421108,2758262.349937571
0.421118,2758465.1051967065
0.421128,2758667.838087219
0.421138,2758870.5486116065
0.421148,2759073.2367723696
0.421158,2759275.902572012
0.421168,2759478.5460130307
0.421178,2759681.167097926
0.421188,2759869.2597465515
0.421198,2760071.83681549
0.421208,2760274.3915357525
0.421218,2760476.9239098392
0.421228,2760679.4339402476
0.421238,2760881.921629472
0.421248,2761084.386980014
0.421258,2761286.8299943684
0.421268,2761489.2506750324
0.421278,2761691.6490245033
0.421288,2761894.025045275
0.421298,2762081.8802312254
0.421308,2762284.212290343
0.421318,2762486.5220281994
0.421328,2762688.8094472904
0.421338,2762891.07455011
0.421348,2763093.317339151
0.421358,2763295.5378169115
0.421368,2763497.7359858807
0.421378,2763699.9118485544
0.421388,2763902.0654074224
0.421398,2764089.70503669
0.421408,2764291.8146831924
0.421418,2764522.8825389403
0.421428,2764724.9462198503
0.421438,2764926.9876094656
0.421448,2765129.0067102755
0.421458,2765316.516022331
0.421468,2765518.491240473
0.421478,2765720.4441772336
0.421488,2765922.3748351
0.421498,2766124.2832165645
0.421508,2766326.1693241135
0.421518,2766528.0331602357
0.421528,2766729.87472742
0.421538,2766931.6940281563
0.421548,2767133.49106493
0.421558,2767320.7852102853
0.421568,2767522.538413577
0.421578,2767724.2693603197
0.421588,2767925.978053
0.421598,2768127.6644941024
0.421608,2768329.328686113
0.421618,2768530.970631517
0.421628,2768732.590332803
0.421638,2768934.1877924497
0.421648,2769135.7630129466
0.421658,2769337.3159967754
0.421668,2769524.37367058
0.421678,2769725.88287497
0.421688,2769927.3698500935
0.421698,2770157.7766317483
0.421708,2770359.2177831945
0.421718,2770546.16706881
0.421728,2770747.564465499
0.421738,2770948.93964538
0.421748,2771150.2926109377
0.421758,2771351.6233646534
0.421768,2771552.931909004
0.421778,2771754.2182464744
0.421788,2771955.4823795413
0.421798,2772156.724310686
0.421808,2772357.9440423874
0.421818,2772559.141577124
0.421828,2772745.854818772
0.421838,2772947.0086526787
0.421848,2773148.1402970073
0.421858,2773349.2497542375
0.421868,2773550.337026842
0.421878,2773751.402117304
0.421888,2773952.445028095
0.421898,2774153.4657616937
0.421908,2774368.920935246
0.421918,2774569.8966366164
0.421928,2774770.85016827
0.421938,2774971.7815326843
0.421948,2775172.6907323315
0.421958,2775373.577769689
0.421968,2775574.4426472276
0.421978,2775775.2853674223
0.421988,2775961.654798898
0.421998,2776162.4538967116
0.422008,2776363.230844551
0.422018,2776563.985644892
0.422028,2776764.7183002057
0.422038,2776965.4288129644
0.422048,2777166.11718564
0.422058,2777366.783420703
0.422068,2777567.4275206234
0.422078,2777768.0494878753
0.422088,2777954.205037716
0.422098,2778183.6706370646
0.422108,2778384.2255367776
0.422118,2778584.758313748
0.422128,2778785.2689704476
0.422138,2778985.757509342
0.422148,2779171.7837513387
0.422158,2779372.2287461357
0.422168,2779572.651630482
0.422178,2779773.0524068507
0.422188,2779973.4310777034
0.422198,2780173.7876455104
0.422208,2780374.122112737
0.422218,2780574.4344818513
0.422228,2780774.724755318
0.422238,2780974.9929356007
0.422248,2781160.8056824626
0.422258,2781389.895685568
0.422268,2781590.096917525
0.422278,2781790.2760662083
0.422288,2781990.433134081
0.422298,2782190.568123606
0.422308,2782376.2517955294
0.422318,2782576.3433190794
0.422328,2782776.412771624
0.422338,2782976.460155625
0.422348,2783176.4854735434
0.422358,2783376.4887278443
0.422368,2783576.4699209863
0.422378,2783776.429055432
0.422388,2783976.36613364
0.422398,2784176.281158074
0.422408,2784390.596541824
0.422418,2784590.466783244
0.422428,2784790.3149783174
0.422438,2784990.141129503
0.422448,2785189.9452392594
0.422458,2785389.7273100456
0.422468,2785575.069030012
0.422478,2785774.807712783
0.422488,2785974.524363909
0.422498,2786174.218985848
0.422508,2786373.8915810543
0.422518,2786573.542151988
0.422528,2786773.1707011038
0.422538,2786972.7772308593
0.422548,2787186.7745989617
0.422558,2787386.3364151972
0.422568,2787585.8762194864
0.422578,2787785.3940142817
0.422588,2787984.889802043
0.422598,2788184.3635852193
0.422608,2788383.8153662668
0.422618,2788583.2451476376
0.422628,2788768.245532489
0.422638,2788967.6320036445
0.422648,2789166.9964824356
0.422658,2789366.338971314
0.422668,2789565.65947273
0.422678,2789779.361980041
0.422688,2789978.637832356
0.422698,2790177.8917046124
0.422708,2790377.1235992615
0.422718,2790576.333518752
0.422728,2790775.5214655367
0.422738,2790974.687442062
0.422748,2791173.83145078
0.422758,2791372.9534941386
0.422768,2791572.0535745863
0.422778,2791771.1316945734
0.422788,2791955.791359862
0.422798,2792183.617878633
0.422808,2792382.6294509675
0.422818,2792581.6190726794
0.422828,2792780.586746216
0.422838,2792965.139381868
0.422848,2793164.0638471525
0.422858,2793362.9663715516
0.422868,2793561.8469575113
0.422878,2793760.705607477
0.422888,2793959.5423238925
0.422898,2794158.357109205
0.422908,2794357.149965856
0.422918,2794570.308543709
0.422928,2794769.0568699962
0.422938,2794967.7832750045
0.422948,2795166.4877611743
0.422958,2795365.170330949
0.422968,2795563.8309867717
0.422978,2795762.4697310845
0.422988,2795961.086566329
0.422998,2796145.2992891776
0.423008,2796343.8729935987
0.423018,2796542.424796226
0.423028,2796769.7150314003
0.423038,2796968.221678077
0.423048,2797166.7064303784
0.423058,2797350.791164182
0.423068,2797549.2328147506
0.423078,2797747.652578213
0.423088,2797946.050457009
0.423098,2798144.4264535774
0.423108,2798342.780570354
0.423118,2798541.1128097777
0.423128,2798739.423174288
0.423138,2798952.084356633
0.423148,2799150.3502993076
0.423158,2799348.5943744276
0.423168,2799546.816584427
0.423178,2799745.016931742
0.423188,2799943.195418807
0.423198,2800141.352048059
0.423208,2800339.4868219336
0.423218,2800523.232485714
0.423228,2800721.3242350635
0.423238,2800948.1259349664
0.423248,2801146.1726328353
0.423258,2801344.197487545
0.423268,2801542.2005015267
0.423278,2801725.8184929173
0.423288,2801923.7785113812
0.423298,2802121.7166963676
0.423308,2802319.633050308
0.423318,2802517.5275756326
0.423328,2802715.400274775
0.423338,2802927.6102633392
0.423348,2803125.438639053
0.423358,2803323.245195923
0.423368,2803521.0299363793
0.423378,2803718.7928628516
0.423388,2803916.5339777675
0.423398,2804114.253283557
0.423408,2804311.9507826506
0.423418,2804509.6264774725
0.423428,2804721.6333801956
0.423438,2804919.264795845
0.423448,2805116.8744145553
0.423458,2805314.462238757
0.423468,2805512.028270873
0.423478,2805709.5725133307
0.423488,2805892.746025614
0.423498,2806090.247373667
0.423508,2806287.7269392917
0.423518,2806513.878545303
0.423528,2806711.313198372
0.423538,2806908.7260763845
