lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.028122,1.1061299999999999e-45,4.1930927247295064e-61,4.193092724729505e-53,1.1061299999999998e-51
0.028263,2.02833e-45,7.612421024180421e-61,7.61242102418042e-53,2.0283299999999997e-51
0.028403,3.68114e-45,1.3679638160783898e-60,1.3679638160783896e-52,3.6811399999999996e-51
0.028687,1.21119e-44,4.4122764232204995e-60,4.412276423220499e-52,1.21119e-50
0.028974,3.93982e-44,1.4069548855451362e-59,1.406954885545136e-51,3.9398199999999998e-50
0.029264,1.26696e-43,4.435230859811372e-59,4.4352308598113714e-51,1.2669599999999999e-49
0.02941,2.2610999999999998e-43,7.837010414657253e-59,7.837010414657252e-51,2.2611e-49
0.029557,4.0277e-43,1.382156163497138e-58,1.382156163497138e-50,4.0277e-49
0.029852,1.26093e-42,4.2419428641966345e-58,4.241942864196634e-50,1.26093e-48
0.030002,2.23317e-42,7.437758526160474e-58,7.437758526160472e-50,2.23317e-48
0.030151,3.9175899999999996e-42,1.2919218516116448e-57,1.2919218516116447e-49,3.9175899999999996e-48
0.030452,1.1988e-41,3.8755718695193415e-57,3.875571869519341e-49,1.1988e-47
0.030757,3.64003e-41,1.1535534452893644e-56,1.1535534452893642e-48,3.64003e-47
0.030911,6.324e-41,1.9842046082577154e-56,1.984204608257715e-48,6.324e-47
0.031064,1.0887600000000001e-40,3.3825023327107707e-56,3.3825023327107704e-48,1.0887600000000001e-46
0.03122,1.88403e-40,5.7948569475715545e-56,5.794856947571553e-48,1.88403e-46
0.031375,3.2309900000000003e-40,9.839858378104934e-56,9.839858378104933e-48,3.23099e-46
0.031532,5.54916e-40,1.673188666704972e-55,1.6731886667049718e-47,5.54916e-46
0.031689,9.478960000000001e-40,2.8298559213353236e-55,2.829855921335323e-47,9.478960000000001e-46
0.031847,1.61595e-39,4.7765196207318406e-55,4.77651962073184e-47,1.6159499999999998e-45
0.032006,2.7492899999999996e-39,8.045970826265591e-55,8.045970826265591e-47,2.7492899999999995e-45
0.032327,7.909379999999999e-39,2.2689887253099075e-54,2.268988725309907e-46,7.909379999999998e-45
0.032649,2.23512e-38,6.286107154174198e-54,6.286107154174197e-46,2.23512e-44
0.032977,6.304909999999999e-38,1.7381101911649936e-53,1.7381101911649933e-45,6.304909999999999e-44
0.033305,1.7420299999999999e-37,4.708227685859118e-53,4.7082276858591175e-45,1.7420299999999999e-43
0.03364,4.81774e-37,1.2762979959564515e-52,1.2762979959564512e-44,4.81774e-43
0.033975,1.30553e-36,3.3906942369778245e-52,3.390694236977824e-44,1.30553e-42
0.034316,3.52921e-36,8.984727001958656e-52,8.984727001958654e-44,3.5292099999999994e-42
0.034658,9.37926e-36,2.3408968818861573e-51,2.340896881886157e-43,9.379259999999999e-42
0.035006,2.48579e-35,6.0813522896554e-51,6.081352289655398e-43,2.48579e-41
0.035354,6.46098e-35,1.5496798441401629e-50,1.5496798441401627e-42,6.46098e-41
0.03571,1.6833500000000001e-34,3.9574499029159353e-50,3.9574499029159345e-42,1.68335e-40
0.036065,4.29118e-34,9.890666582970517e-50,9.890666582970516e-42,4.29118e-40
0.036427,1.09322e-33,2.4699118841190776e-49,2.469911884119077e-41,1.09322e-39
0.03679,2.74035e-33,6.069699103832047e-49,6.069699103832046e-41,2.74035e-39
0.037159,6.845140000000001e-33,1.4861922827814563e-48,1.486192282781456e-40,6.845140000000001e-39
0.037529,1.68289e-32,3.582139115577476e-48,3.5821391155774754e-40,1.68289e-38
0.037906,4.1318700000000004e-32,8.620876733853485e-48,8.620876733853484e-40,4.1318700000000004e-38
0.038284,9.98689e-32,2.0427553387598517e-47,2.0427553387598514e-39,9.98689e-38
0.038668,2.40433e-31,4.820713908237541e-47,4.8207139082375395e-39,2.40433e-37
0.039053,5.700209999999999e-31,1.1204765086855761e-46,1.120476508685576e-38,5.7002099999999995e-37
0.039446,1.3517600000000001e-30,2.604439978633343e-46,2.604439978633343e-38,1.35176e-36
0.039838,3.14378e-30,5.938514143151545e-46,5.938514143151545e-38,3.14378e-36
0.040238,7.31128e-30,1.3537589682794996e-45,1.3537589682794995e-37,7.31128e-36
0.040639,1.67524e-29,3.040967030076865e-45,3.0409670300768647e-37,1.67524e-35
0.041047,3.82909e-29,6.813236030892773e-45,6.813236030892772e-37,3.82909e-35
0.041456,8.625180000000001e-29,1.5045758228705302e-44,1.50457582287053e-36,8.62518e-35
0.041838,1.81473e-28,3.108070709221539e-44,3.1080707092215384e-36,1.81473e-34
0.042221,3.7733400000000004e-28,6.345847216242062e-44,6.345847216242062e-36,3.77334e-34
0.042467,5.995640000000001e-28,9.966739032824622e-44,9.96673903282462e-36,5.99564e-34
0.042712,9.45756e-28,1.5541752636558352e-43,1.554175263655835e-35,9.457559999999999e-34
0.043141,2.07424e-27,3.341175532934595e-43,3.341175532934595e-35,2.07424e-33
0.04357,4.47804e-27,7.07185832575693e-43,7.071858325756929e-35,4.4780399999999997e-33
0.043703,5.66689e-27,8.894939225757457e-43,8.894939225757456e-35,5.66689e-33
0.044006,9.63721e-27,1.4919292777861855e-42,1.4919292777861853e-34,9.63721e-33
0.044226,1.41048e-26,2.161883625867292e-42,2.1618836258672915e-34,1.41048e-32
0.044446,2.05639e-26,3.120763244577209e-42,3.1207632445772085e-34,2.0563899999999998e-32
0.044721,3.27693e-26,4.912073480655235e-42,4.9120734806552345e-34,3.2769299999999997e-32
0.04489,4.3508200000000004e-26,6.472806262815654e-42,6.472806262815653e-34,4.35082e-32
0.045339,9.14262e-26,1.3333602323845155e-41,1.3333602323845153e-33,9.14262e-32
0.045566,1.32325e-25,1.9106484834722722e-41,1.910648483472272e-33,1.3232499999999999e-31
0.045793,1.90802e-25,2.727755458644795e-41,2.7277554586447947e-33,1.9080199999999998e-31
0.046203,3.66103e-25,5.14142659217088e-41,5.141426592170879e-33,3.66103e-31
0.046251,3.94822e-25,5.533243631113387e-41,5.5332436311133865e-33,3.94822e-31
0.046713,8.10121e-25,1.1129997690198388e-40,1.1129997690198386e-32,8.10121e-31
0.046947,1.1594400000000001e-24,1.5770784290427277e-40,1.5770784290427275e-32,1.1594400000000001e-30
0.04718,1.6508400000000002e-24,2.223360128297084e-40,2.2233601282970838e-32,1.65084e-30
0.047652,3.34087e-24,4.410806576110992e-40,4.410806576110991e-32,3.34087e-30
0.048129,6.714180000000001e-24,8.689604423462256e-40,8.689604423462255e-32,6.71418e-30
0.048203,7.47254e-24,9.641415848899365e-40,9.641415848899364e-32,7.472539999999999e-30
0.048433,1.03989e-23,1.3290011708872532e-39,1.329001170887253e-31,1.03989e-29
0.04861,1.3380900000000002e-23,1.6976759092028932e-39,1.697675909202893e-31,1.33809e-29
0.048853,1.8857700000000002e-23,2.3687921146193263e-39,2.3687921146193258e-31,1.88577e-29
0.049096,2.64835e-23,3.2938503379171855e-39,3.293850337917185e-31,2.64835e-29
0.049342,3.7219100000000004e-23,4.583033926894536e-39,4.583033926894535e-31,3.72191e-29
0.049587,5.20547e-23,6.346656330836992e-39,6.346656330836991e-31,5.20547e-29
0.049703,6.094360000000001e-23,7.395773496977864e-39,7.395773496977863e-31,6.09436e-29
0.049821,7.14893e-23,8.634493497398678e-39,8.634493497398676e-31,7.14893e-29
0.050083,1.01612e-22,1.2144650790494243e-38,1.2144650790494241e-30,1.01612e-28
0.050387,1.52085e-22,1.7958500944657513e-38,1.7958500944657512e-30,1.52085e-28
0.050407,1.55782e-22,1.838045577519475e-38,1.8380455775194745e-30,1.5578199999999998e-28
0.050584,1.9648e-22,2.3020392004778161e-38,2.3020392004778156e-30,1.9648e-28
0.050821,2.67395e-22,3.1037560016621685e-38,3.1037560016621682e-30,2.6739499999999996e-28
0.050933,3.08996e-22,3.570878272841536e-38,3.570878272841536e-30,3.08996e-28
0.05109,3.78012e-22,4.341646743140697e-38,4.341646743140696e-30,3.78012e-28
0.051303,4.95911e-22,5.64857528113687e-38,5.648575281136869e-30,4.959109999999999e-28
0.051421,5.7581799999999995e-22,6.528672795987721e-38,6.52867279598772e-30,5.758179999999999e-28
0.0516,7.21312e-22,8.121653501325644e-38,8.121653501325643e-30,7.21312e-28
0.051821,9.50514e-22,1.0611276765789307e-37,1.0611276765789305e-29,9.50514e-28
0.052021,1.2176e-21,1.3488633344071468e-37,1.3488633344071466e-29,1.2175999999999999e-27
0.052061,1.27912e-21,1.4148388633155757e-37,1.4148388633155754e-29,1.2791199999999999e-27
0.052101,1.34365e-21,1.4839345325336915e-37,1.4839345325336913e-29,1.34365e-27
0.052141,1.41132e-21,1.556279105421158e-37,1.5562791054211575e-29,1.41132e-27
0.052181,1.4822899999999999e-21,1.6320335646507416e-37,1.6320335646507414e-29,1.4822899999999998e-27
0.052261,1.63473e-21,1.7943671276872606e-37,1.7943671276872603e-29,1.6347299999999998e-27
0.052301,1.71653e-21,1.8812742693233834e-37,1.8812742693233832e-29,1.71653e-27
0.052341,1.80229e-21,1.9722471828115055e-37,1.9722471828115053e-29,1.8022899999999998e-27
0.052381,1.8921999999999998e-21,2.067474542285667e-37,2.0674745422856668e-29,1.8921999999999998e-27
0.052421,1.98643e-21,2.167122022900978e-37,2.1671220229009777e-29,1.98643e-27
0.052621,2.52997e-21,2.7391630219981173e-37,2.739163021998117e-29,2.52997e-27
0.052903,3.5468699999999996e-21,3.799315617830719e-37,3.799315617830719e-29,3.54687e-27
0.052933,3.67589e-21,3.9330565669718426e-37,3.933056566971842e-29,3.6758899999999994e-27
0.053021,4.08104e-21,4.352068531203461e-37,4.35206853120346e-29,4.08104e-27
0.053164,4.83321e-21,5.1265012740390315e-37,5.12650127403903e-29,4.83321e-27
0.053303,5.69192e-21,6.005873561797774e-37,6.005873561797773e-29,5.6919199999999996e-27
0.053503,7.19107e-21,7.531091959542933e-37,7.531091959542932e-29,7.19107e-27
0.053543,7.5337e-21,7.878138710964581e-37,7.87813871096458e-29,7.5337e-27
0.053583,7.89209e-21,8.240597112809792e-37,8.240597112809792e-29,7.892089999999999e-27
0.053621,8.247799999999999e-21,8.599812966228875e-37,8.599812966228874e-29,8.247799999999998e-27
0.053663,8.65902e-21,9.014456548155888e-37,9.014456548155887e-29,8.659019999999999e-27
0.053696,8.99594e-21,9.35369885305747e-37,9.353698853057469e-29,8.99594e-27
0.053743,9.49778e-21,9.858231157451615e-37,9.858231157451614e-29,9.497779999999999e-27
0.053783,9.946129999999999e-21,1.0308246316370046e-36,1.0308246316370044e-28,9.946129999999998e-27
0.053823,1.04149e-20,1.0778045321407464e-36,1.0778045321407462e-28,1.04149e-26
0.053863,1.0904999999999999e-20,1.1268478895941e-36,1.1268478895940997e-28,1.0904999999999999e-26
0.053903,1.14174e-20,1.1780454491993768e-36,1.1780454491993767e-28,1.1417399999999999e-26
0.054103,1.4349199999999998e-20,1.4696221776432836e-36,1.4696221776432834e-28,1.4349199999999998e-26
0.054233,1.6632099999999998e-20,1.6952764639570757e-36,1.6952764639570755e-28,1.6632099999999996e-26
0.054433,2.0844399999999997e-20,2.1090436123354298e-36,2.1090436123354295e-28,2.0844399999999997e-26
0.054503,2.2549299999999997e-20,2.2756892188615865e-36,2.275689218861586e-28,2.2549299999999996e-26
0.054621,2.57329e-20,2.585771481899893e-36,2.585771481899893e-28,2.5732899999999997e-26
0.054775,3.0547e-20,3.0522808741960656e-36,3.052280874196065e-28,3.0546999999999997e-26
0.055103,4.3872999999999995e-20,4.331791522613727e-36,4.331791522613727e-28,4.387299999999999e-26
0.055323,5.579599999999999e-20,5.465278824090456e-36,5.465278824090455e-28,5.579599999999999e-26
0.055599,7.523269999999999e-20,7.2961438909998e-36,7.296143890999799e-28,7.523269999999999e-26
0.055876,1.01247e-19,9.721924617314527e-36,9.721924617314525e-28,1.0124699999999999e-25
0.056033,1.1965e-19,1.1424722380185003e-35,1.1424722380185002e-27,1.1965e-25
0.056103,1.2886e-19,1.2273450066607102e-35,1.22734500666071e-27,1.2885999999999998e-25
0.056221,1.45958e-19,1.3843677531710707e-35,1.3843677531710704e-27,1.45958e-25
0.056435,1.82715e-19,1.7198788126675735e-35,1.7198788126675734e-27,1.8271499999999998e-25
0.056999,3.27582e-19,3.0227780521178106e-35,3.0227780521178103e-27,3.27582e-25
0.057033,3.3919e-19,3.126160776138222e-35,3.1261607761382214e-27,3.3918999999999998e-25
0.057569,5.84074e-19,5.283372188714334e-35,5.283372188714333e-27,5.84074e-25
0.057633,6.22807e-19,5.621234908735636e-35,5.621234908735635e-27,6.22807e-25
0.057703,6.68007e-19,6.014574803994933e-35,6.014574803994932e-27,6.680069999999999e-25
0.058033,9.27315e-19,8.254636320420179e-35,8.254636320420177e-27,9.27315e-25
0.058145,1.0356200000000002e-18,9.18324946538887e-35,9.183249465388868e-27,1.03562e-24
0.058233,1.12918e-18,9.982643264733824e-35,9.982643264733823e-27,1.12918e-24
0.058273,1.17435e-18,1.0367725763825131e-34,1.036772576382513e-26,1.17435e-24
0.058313,1.22126e-18,1.0767083124629114e-34,1.0767083124629112e-26,1.22126e-24
0.058353,1.2699800000000001e-18,1.1181271870811968e-34,1.1181271870811967e-26,1.26998e-24
0.058393,1.3205700000000001e-18,1.1610757474576054e-34,1.1610757474576051e-26,1.3205700000000001e-24
0.058473,1.42765e-18,1.2517906408696417e-34,1.2517906408696415e-26,1.42765e-24
0.058513,1.4842800000000002e-18,1.2996661505570384e-34,1.2996661505570382e-26,1.48428e-24
0.058553,1.5430700000000001e-18,1.3492984707908027e-34,1.3492984707908023e-26,1.54307e-24
0.058593,1.6041000000000002e-18,1.400750132660276e-34,1.400750132660276e-26,1.6041000000000001e-24
0.058633,1.6674700000000002e-18,1.4541007570876673e-34,1.454100757087667e-26,1.66747e-24
0.058726,1.82425e-18,1.5857846741683466e-34,1.5857846741683464e-26,1.82425e-24
0.058833,2.02222e-18,1.751487795294037e-34,1.751487795294037e-26,2.0222200000000002e-24
0.059203,2.8793100000000003e-18,2.4627577807453155e-34,2.462757780745315e-26,2.87931e-24
0.059233,2.9624200000000004e-18,2.531278181955672e-34,2.5312781819556715e-26,2.9624200000000003e-24
0.059313,3.1954900000000003e-18,2.7230673571358338e-34,2.723067357135833e-26,3.1954900000000003e-24
0.059721,4.6868800000000006e-18,3.9395842710348355e-34,3.939584271034835e-26,4.6868800000000005e-24
0.059833,5.20169e-18,4.3559572803181085e-34,4.355957280318108e-26,5.2016899999999996e-24
0.059906,5.566100000000001e-18,4.6497656321498686e-34,4.6497656321498676e-26,5.5661000000000005e-24
0.060206,7.33901e-18,6.069859435021413e-34,6.069859435021413e-26,7.33901e-24
0.060506,9.649600000000001e-18,7.901929087406902e-34,7.901929087406901e-26,9.6496e-24
0.060833,1.29633e-17,1.0501656429808858e-33,1.0501656429808857e-25,1.2963299999999998e-23
0.061111,1.66191e-17,1.3341031915727227e-33,1.3341031915727225e-25,1.6619100000000002e-23
0.061203,1.8034e-17,1.4433356779766936e-33,1.4433356779766933e-25,1.8034e-23
0.061722,2.84605e-17,2.2396659535158817e-33,2.2396659535158815e-25,2.8460499999999997e-23
0.062221,4.38095e-17,3.3924622688568096e-33,3.392462268856809e-25,4.38095e-23
0.062339,4.84636e-17,3.738666372686869e-33,3.7386663726868684e-25,4.84636e-23
0.062433,5.25078e-17,4.03846308501725e-33,4.038463085017249e-25,5.250779999999999e-23
0.062962,8.20584e-17,6.20564199760259e-33,6.205641997602589e-25,8.20584e-23
0.063592,1.38269e-16,1.0250393951995163e-32,1.0250393951995162e-24,1.38269e-22
0.063703,1.51416e-16,1.1185945562982961e-32,1.1185945562982958e-24,1.51416e-22
0.063933,1.82585e-16,1.3391697516235127e-32,1.3391697516235125e-24,1.8258499999999998e-22
0.064228,2.3166e-16,1.683538131870422e-32,1.6835381318704217e-24,2.3166e-22
0.064549,2.99399e-16,2.1542297109466438e-32,2.1542297109466433e-24,2.99399e-22
0.06487,3.85935e-16,2.74945789358252e-32,2.74945789358252e-24,3.8593499999999995e-22
0.065519,6.39812e-16,4.4682613130561337e-32,4.468261313056133e-24,6.398119999999999e-22
0.065933,8.78562e-16,6.05881154265791e-32,6.058811542657909e-24,8.78562e-22
0.066174,1.05469e-15,7.22055793584012e-32,7.220557935840119e-24,1.0546899999999999e-21
0.066505,1.35253e-15,9.167670889601596e-32,9.167670889601594e-24,1.3525299999999998e-21
0.066836,1.73008e-15,1.1610902759157639e-31,1.1610902759157637e-23,1.7300799999999998e-21
0.06717,2.21236e-15,1.4700286671735591e-31,1.470028667173559e-23,2.2123599999999996e-21
0.067504,2.82199e-15,1.856594917871722e-31,1.8565949178717217e-23,2.82199e-21
0.067969,3.94392e-15,2.5593344299285886e-31,2.559334429928588e-23,3.9439200000000004e-21
0.068433,5.48224e-15,3.509518923635528e-31,3.5095189236355275e-23,5.482239999999999e-21
0.068991,8.09723e-15,5.100024924336781e-31,5.1000249243367806e-23,8.09723e-21
0.06955,1.18907e-14,7.369429293771765e-31,7.369429293771763e-23,1.18907e-20
0.070249,1.90551e-14,1.1575816730797812e-30,1.1575816730797811e-22,1.90551e-20
0.070948,3.02449e-14,1.8013269272380315e-30,1.8013269272380313e-22,3.02449e-20
0.071661,4.79896e-14,2.8015740395566358e-30,2.801574039556635e-22,4.79896e-20
0.072374,7.54327e-14,4.317329582138948e-30,4.317329582138947e-22,7.54327e-20
0.073101,1.18509e-13,6.648526442593598e-30,6.648526442593597e-22,1.18509e-19
0.073828,1.84481e-13,1.0146824291419018e-29,1.0146824291419016e-21,1.84481e-19
0.07457,2.87157e-13,1.5481456764778388e-29,1.5481456764778385e-21,2.87157e-19
0.075312,4.42966e-13,2.3413305618252747e-29,2.3413305618252744e-21,4.42966e-19
0.076069,6.8314e-13,3.5392806699498443e-29,3.539280669949844e-21,6.8314e-19
0.076826,1.04427e-12,5.304165430854884e-29,5.304165430854884e-21,1.04427e-18
0.077598,1.59561e-12,7.944130987854067e-29,7.944130987854066e-21,1.5956099999999997e-18
0.07837,2.41708e-12,1.179809894923863e-28,1.1798098949238627e-20,2.4170799999999998e-18
0.079158,3.66124e-12,1.751698168053014e-28,1.7516981680530136e-20,3.66124e-18
0.079945,5.49616e-12,2.5780863313464843e-28,2.578086331346484e-20,5.49616e-18
0.080749,8.25313e-12,3.794591971435624e-28,3.7945919714356234e-20,8.253129999999999e-18
0.081552,1.22844e-11,5.537393923225651e-28,5.53739392322565e-20,1.2284399999999999e-17
0.082372,1.82867e-11,8.079729502426312e-28,8.079729502426311e-20,1.82867e-17
0.083192,2.70013e-11,1.169613161401601e-27,1.1696131614016008e-19,2.70013e-17
0.084023,3.97562e-11,1.6882206265830177e-27,1.6882206265830175e-19,3.97562e-17
0.084864,5.83396e-11,2.428494666017688e-27,2.4284946660176876e-19,5.83396e-17
0.085288,7.05736e-11,2.9086208559382414e-27,2.908620855938241e-19,7.05736e-17
0.085712,8.5206e-11,3.477023473893426e-27,3.4770234738934257e-19,8.5206e-17
0.086569,1.2397e-10,4.9592100393893315e-27,4.959210039389331e-19,1.2397e-16
0.087435,1.79681e-10,7.046155610901494e-27,7.046155610901493e-19,1.7968099999999999e-16
0.087872,2.16064e-10,8.388843500630462e-27,8.388843500630461e-19,2.16064e-16
0.08831,2.59428e-10,9.972815418033888e-27,9.972815418033886e-19,2.5942799999999997e-16
0.089193,3.72985e-10,1.4055636793625413e-26,1.4055636793625411e-18,3.72985e-16
0.089222,3.7741e-10,1.421314536559236e-26,1.421314536559236e-18,3.7740999999999995e-16
0.090085,5.34198e-10,1.9734130457234048e-26,1.9734130457234046e-18,5.341979999999999e-16
0.090985,7.61873e-10,2.759076149315168e-26,2.7590761493151677e-18,7.618729999999999e-16
0.091112,8.00541e-10,2.8910334887355804e-26,2.89103348873558e-18,8.00541e-16
0.091132,8.06797e-10,2.912347372983146e-26,2.9123473729831454e-18,8.06797e-16
0.091722,6.89315e-10,2.4563565134625303e-26,2.45635651346253e-18,6.893149999999999e-16
0.091895,6.35693e-10,2.2567547639008381e-26,2.2567547639008377e-18,6.35693e-16
0.092513,7.01074e-10,2.4557210630610007e-26,2.4557210630610005e-18,7.010739999999999e-16
0.092814,7.74039e-10,2.6937455274869796e-26,2.693745527486979e-18,7.74039e-16
0.093722,1.0615e-09,3.6229105045603116e-26,3.622910504560311e-18,1.0614999999999998e-15
0.093742,1.06985e-09,3.6498512398107587e-26,3.649851239810758e-18,1.06985e-15
0.09468,1.47593e-09,4.935941055892315e-26,4.935941055892314e-18,1.4759300000000001e-15
0.095013,1.66042e-09,5.514074084916093e-26,5.514074084916092e-18,1.6604199999999999e-15
0.095222,1.7738e-09,5.86476690226377e-26,5.864766902263769e-18,1.7738e-15
0.095627,2.03193e-09,6.661444020542978e-26,6.661444020542977e-18,2.03193e-15
0.096105,2.38196e-09,7.731490044140669e-26,7.731490044140668e-18,2.3819599999999998e-15
0.096583,2.78809e-09,8.960373429894599e-26,8.960373429894597e-18,2.78809e-15
0.096822,3.01481e-09,9.64123239393327e-26,9.641232393933269e-18,3.0148099999999998e-15
0.097013,3.20875e-09,1.0221078294603973e-25,1.0221078294603971e-17,3.20875e-15
0.097549,3.31106e-09,1.0431388259089465e-25,1.0431388259089463e-17,3.31106e-15
0.097822,3.61137e-09,1.1314089586278389e-25,1.1314089586278388e-17,3.61137e-15
0.098422,4.37333e-09,1.353469832914376e-25,1.3534698329143757e-17,4.37333e-15
0.098479,4.4531e-09,1.3765623621970586e-25,1.3765623621970584e-17,4.4531e-15
0.098513,4.50134e-09,1.3905142092865386e-25,1.3905142092865383e-17,4.50134e-15
0.098822,4.96256e-09,1.52341839543568e-25,1.5234183954356798e-17,4.96256e-15
0.099022,5.28419e-09,1.6156070523534679e-25,1.6156070523534676e-17,5.2841899999999996e-15
0.099062,5.35079e-09,1.6346486718429924e-25,1.634648671842992e-17,5.35079e-15
0.099102,5.4182e-09,1.6539062810797237e-25,1.6539062810797234e-17,5.4181999999999996e-15
0.099142,5.48639e-09,1.6733701885937376e-25,1.6733701885937373e-17,5.4863899999999996e-15
0.099182,5.55538e-09,1.6930459716509765e-25,1.6930459716509764e-17,5.55538e-15
0.099262,5.69578e-09,1.733037125573483e-25,1.7330371255734828e-17,5.6957800000000004e-15
0.099302,5.76723e-09,1.7533635886738415e-25,1.7533635886738413e-17,5.76723e-15
0.099342,5.8395e-09,1.7739058558160437e-25,1.7739058558160435e-17,5.8394999999999995e-15
0.099382,5.91261e-09,1.7946694568482616e-25,1.7946694568482612e-17,5.9126100000000004e-15
0.099422,5.98658e-09,1.815659903404682e-25,1.8156599034046817e-17,5.98658e-15
0.099509,6.15047e-09,1.8621055033726944e-25,1.8621055033726943e-17,6.150469999999999e-15
0.099622,6.36956e-09,1.9240644844781553e-25,1.924064484478155e-17,6.369559999999999e-15
0.100022,7.205e-09,2.159054571380352e-25,2.1590545713803515e-17,7.205e-15
0.100113,7.40882e-09,2.2160971493874947e-25,2.2160971493874944e-17,7.40882e-15
0.100504,8.34735e-09,2.477437077677638e-25,2.4774370776776375e-17,8.34735e-15
0.100622,8.65167e-09,2.5617382813297944e-25,2.561738281329794e-17,8.651669999999999e-15
0.100979,9.63669e-09,2.8332601961694544e-25,2.833260196169454e-17,9.636689999999998e-15
0.101113,1.00328e-08,2.941906499682205e-25,2.9419064996822044e-17,1.00328e-14
0.101509,1.12944e-08,3.2860545500758186e-25,3.286054550075818e-17,1.12944e-14
0.101622,1.16811e-08,3.391009207273134e-25,3.3910092072731333e-17,1.1681099999999998e-14
0.101713,1.20016e-08,3.477818579109881e-25,3.47781857910988e-17,1.20016e-14
0.102113,1.35221e-08,3.8877897914031853e-25,3.8877897914031846e-17,1.35221e-14
0.102313,1.4405e-08,4.1254594932904006e-25,4.1254594932904e-17,1.4405e-14
0.102353,1.46204e-08,4.183875999839208e-25,4.1838759998392074e-17,1.46204e-14
0.102393,1.48779e-08,4.254238202687426e-25,4.2542382026874256e-17,1.4877899999999998e-14
0.102433,1.5234e-08,4.352661255440058e-25,4.3526612554400577e-17,1.5233999999999998e-14
0.102473,1.58622e-08,4.528613144106572e-25,4.528613144106571e-17,1.58622e-14
0.102525,1.80626e-08,5.151591423478221e-25,5.15159142347822e-17,1.80626e-14
0.102553,2.01162e-08,5.734161348329534e-25,5.734161348329533e-17,2.01162e-14
0.102593,2.02443e-08,5.7661775161336895e-25,5.766177516133688e-17,2.0244299999999996e-14
0.102633,1.78526e-08,5.080987541131275e-25,5.080987541131274e-17,1.78526e-14
0.102673,1.67976e-08,4.777002124807153e-25,4.7770021248071525e-17,1.67976e-14
0.102713,1.65304e-08,4.697353425407167e-25,4.697353425407166e-17,1.65304e-14
0.102913,1.71127e-08,4.843940087721334e-25,4.843940087721333e-17,1.71127e-14
0.102979,1.74239e-08,4.925708788146099e-25,4.925708788146098e-17,1.7423899999999998e-14
0.103222,1.86647e-08,5.251666966862349e-25,5.2516669668623486e-17,1.86647e-14
0.103313,1.9157e-08,5.380693531939203e-25,5.380693531939202e-17,1.9157e-14
0.10355,2.05019e-08,5.732111205903792e-25,5.73211120590379e-17,2.0501899999999997e-14
0.103913,2.27391e-08,6.313267744550651e-25,6.31326774455065e-17,2.27391e-14
0.104479,2.6692e-08,7.330672281053556e-25,7.330672281053555e-17,2.6691999999999997e-14
0.104585,2.75004e-08,7.53738870007023e-25,7.537388700070229e-17,2.75004e-14
0.104722,2.85795e-08,7.812669878205969e-25,7.812669878205968e-17,2.85795e-14
0.104913,3.015e-08,8.212008828262818e-25,8.212008828262816e-17,3.015e-14
0.105631,3.68076e-08,9.889524736948406e-25,9.889524736948404e-17,3.68076e-14
0.106079,4.16348e-08,1.1092216859104867e-24,1.1092216859104865e-16,4.1634799999999996e-14
0.106513,4.6872e-08,1.2385939487676154e-24,1.2385939487676153e-16,4.6871999999999993e-14
0.106687,4.91402e-08,1.2942990024644688e-24,1.2942990024644686e-16,4.9140199999999995e-14
0.106722,4.96087e-08,1.3057818823374646e-24,1.3057818823374645e-16,4.96087e-14
0.107079,5.46327e-08,1.4284490475699085e-24,1.4284490475699083e-16,5.4632699999999997e-14
0.107679,6.41656e-08,1.659055578695417e-24,1.6590555786954167e-16,6.416559999999999e-14
0.107754,6.54613e-08,1.690201672040171e-24,1.6902016720401707e-16,6.54613e-14
0.108013,7.01269e-08,1.801993777422518e-24,1.8019937774225175e-16,7.012689999999999e-14
0.108079,7.13649e-08,1.831566658235645e-24,1.8315666582356449e-16,7.13649e-14
0.108279,7.52421e-08,1.9239471528542415e-24,1.9239471528542412e-16,7.524209999999999e-14
0.108319,7.60409e-08,1.942936770329282e-24,1.9429367703292818e-16,7.604089999999999e-14
0.108359,7.68476e-08,1.9620995346140753e-24,1.962099534614075e-16,7.68476e-14
0.108399,7.76624e-08,1.981440149611781e-24,1.9814401496117808e-16,7.76624e-14
0.108439,7.84853e-08,2.0009582061268174e-24,2.0009582061268172e-16,7.848529999999999e-14
0.108519,8.01556e-08,2.0405301029301158e-24,2.0405301029301154e-16,8.015559999999999e-14
0.108559,8.10033e-08,2.060590753405605e-24,2.0605907534056048e-16,8.10033e-14
0.108599,8.18593e-08,2.080832282952497e-24,2.0808322829524967e-16,8.185929999999999e-14
0.108639,8.27237e-08,2.101256815828396e-24,2.1012568158283958e-16,8.27237e-14
0.108679,8.35967e-08,2.1218690079642695e-24,2.1218690079642691e-16,8.359669999999999e-14
0.108832,8.70165e-08,2.202465394476984e-24,2.2024653944769835e-16,8.70165e-14
0.108879,8.80932e-08,2.2277930366710773e-24,2.227793036671077e-16,8.80932e-14
0.109222,9.63365e-08,2.420980644326581e-24,2.4209806443265807e-16,9.63365e-14
0.109279,9.77746e-08,2.454558156929932e-24,2.4545581569299317e-16,9.77746e-14
0.109879,1.14184e-07,2.835283948064231e-24,2.8352839480642304e-16,1.1418399999999999e-13
